Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT1137,acetal1500_001137,C#CCOC(C)OCCF,acetal,0.1268666666666666,0.1013666666666666,0.1482,-0.291938667,0.2578576666666667,-0.000361863,0.0230866633333333,67.88000000000001,train,train,validation,train,train,train,train,train
DFT1138,acetal1500_001138,CC(OCC(F)F)OCC(F)F,acetal,0.1321333333333333,0.0534333333333333,0.1600666666666666,-0.320401333,0.2649603333333333,0.0023131233333333,0.02996993,74.64999999999999,test,train,train,validation,train,train,train,validation
DFT1139,acetal1500_001139,CC(OCCl)OCC(F)F,acetal,0.1354,0.1173666666666666,0.1778333333333333,-0.319856,0.2752183333333333,0.0032588099999999,0.0285444633333333,73.82666666666667,test,train,train,validation,validation,train,train,train
DFT1140,acetal1500_001140,CC(OCC(F)F)OC(Cl)Cl,acetal,0.1457333333333333,0.1275333333333333,0.1478,-0.324504333,0.285903,0.0032985433333333,0.03187135,67.77999999999999,train,train,train,train,validation,train,test,train
DFT1141,acetal1500_001141,CC(OCCCl)OCC(F)F,acetal,0.1291666666666666,0.1141333333333333,0.1681666666666666,-0.306648,0.265389,0.0036196066666666,0.02669188,70.61,train,train,train,train,train,train,train,train
DFT1142,acetal1500_001142,CC(OCC(F)F)OCC(Cl)Cl,acetal,0.1331,0.1242333333333333,0.2079,-0.314754667,0.2655533333333333,0.00221327,0.0308476633333333,70.82666666666667,train,train,train,train,train,test,train,train
DFT1143,acetal1500_001143,CC(OCBr)OCC(F)F,acetal,0.1326666666666666,0.1152666666666666,0.1383666666666666,-0.309345333,0.2663436666666667,0.0013933966666666,0.0272429266666666,73.16666666666667,validation,train,train,train,train,train,train,train
DFT1144,acetal1500_001144,CC(OCCBr)OCC(F)F,acetal,0.1270666666666666,0.1198,0.1731666666666667,-0.300957667,0.2586676666666667,0.0014276933333333,0.0301068566666666,71.48333333333333,train,train,train,train,test,train,train,train
DFT1145,acetal1500_001145,COCOC(C)OCC(F)F,acetal,0.0987333333333333,0.0548666666666666,0.1475999999999999,-0.300492333,0.2602876666666666,0.0011427333333333,0.0242618733333333,71.61333333333333,train,train,train,validation,train,train,train,train
DFT1146,acetal1500_001146,CC(OCCO)OCC(F)F,acetal,0.1271666666666666,0.0999999999999999,0.1448,-0.287977667,0.2580929999999999,0.0015734666666666,0.02528044,69.01,train,train,train,train,validation,train,train,test
DFT1147,acetal1500_001147,CC(OCCOCCc1ccccc1)OCC(F)F,acetal,0.1255333333333333,0.1253666666666666,0.0109333333333333,-0.256887333,0.2284576666666666,0.0002848433333333,0.0192100166666666,55.67333333333334,validation,train,validation,test,train,train,train,train
DFT1148,acetal1500_001148,CC(OCC(F)F)OC1CCC1,acetal,0.1263333333333333,0.0611666666666666,0.1328,-0.302939,0.2503056666666667,0.00103741,0.0191921866666666,52.88,train,train,train,test,test,train,test,validation
DFT1149,acetal1500_001149,CC(OCC(F)F)OC1CCCCC1,acetal,0.1262333333333333,0.0832,0.1211,-0.301133333,0.2503083333333333,0.0022646833333333,0.01644594,48.50333333333333,train,train,train,train,train,train,train,train
DFT1150,acetal1500_001150,CC(OCC(F)F)OC1CC2CCC1C2,acetal,0.1250333333333333,0.0865666666666666,0.1272,-0.303570333,0.2482046666666666,0.00113813,0.0161567733333333,46.4,train,train,train,train,train,train,train,test
DFT1151,acetal1500_001151,CC(OCc1ccccc1)OCC(F)F,acetal,0.1278,0.1193999999999999,0.0421333333333333,-0.275309667,0.2372326666666666,3.852333333333334e-05,0.02099055,63.31666666666666,train,train,train,train,train,train,train,train
DFT1152,acetal1500_001152,Cc1ccc(COC(C)OCC(F)F)cc1,acetal,0.1213,0.1120999999999999,0.0306666666666666,-0.269411333,0.2280596666666666,-0.000814503,0.0148968499999999,46.67666666666667,train,train,train,train,test,train,train,train
DFT1153,acetal1500_001153,CC(OCOc1ccccc1)OCC(F)F,acetal,0.1296666666666666,0.1282666666666666,0.0161666666666666,-0.283597667,0.215838,0.0009524266666666,0.0210210366666666,59.09333333333333,train,train,test,train,train,train,test,validation
DFT1154,acetal1500_001154,CC(OCC(F)F)Oc1ccccn1,acetal,0.1304666666666666,0.1216,0.0909333333333333,-0.297247333,0.2274783333333333,-0.00146627,0.0180860133333333,55.29333333333333,train,train,train,train,test,train,train,train
DFT1155,acetal1500_001155,CC(OCC(F)F)OCN1CCOCC1,acetal,0.1267666666666666,0.0803666666666666,0.0297333333333333,-0.275605333,0.2209863333333333,0.0007495866666666,0.0200591933333333,59.18333333333334,train,validation,validation,train,train,train,train,train
DFT1156,acetal1500_001156,CC(OCC(F)F)OCN1CCCCC1,acetal,0.1271499999999999,0.0896,0.0382,-0.2796305,0.2137365,0.000623385,0.015954045,50.315,train,validation,train,train,train,train,train,train
DFT1157,acetal1500_001157,C=COC(C)OCC(F)F,acetal,0.1354333333333333,0.1180333333333333,0.0902333333333333,-0.306981667,0.2244196666666666,0.0016495533333333,0.0214970166666666,62.03,test,train,train,train,train,train,train,train
DFT1158,acetal1500_001158,C=CCOC(C)OCC(F)F,acetal,0.1271666666666666,0.1124333333333333,0.0907999999999999,-0.286246333,0.2512563333333333,0.00154773,0.0211429033333333,62.11666666666667,train,train,train,train,test,train,validation,test
DFT1159,acetal1500_001159,C#CCOC(C)OCC(F)F,acetal,0.1288,0.1022666666666666,0.1309,-0.294187333,0.2572513333333333,-0.000401183,0.0261278566666666,68.86666666666666,train,test,validation,train,train,validation,validation,train
DFT1160,acetal1500_001160,CC(OCCl)OCCl,acetal,0.1356,0.1205666666666666,0.1558666666666666,-0.324448667,0.2865136666666666,0.00254858,0.02790485,77.97333333333334,train,train,test,train,train,validation,train,test
DFT1161,acetal1500_001161,CC(OCCl)OC(Cl)Cl,acetal,0.1438333333333333,0.1269333333333333,0.1632333333333333,-0.327526,0.293234,0.0036363466666666,0.0314550133333333,66.51666666666667,train,test,train,test,train,train,train,train
DFT1162,acetal1500_001162,CC(OCCl)OCCCl,acetal,0.1334666666666666,0.1171666666666666,0.1684666666666666,-0.310932333,0.2729633333333333,0.0032685,0.0260790033333333,74.01666666666667,train,train,train,validation,train,train,test,test
DFT1163,acetal1500_001163,CC(OCCl)OCC(Cl)Cl,acetal,0.1369666666666666,0.1284666666666666,0.1739,-0.316928,0.2742993333333333,0.0028153333333333,0.0310828466666666,69.35666666666667,train,train,train,train,train,train,train,train
DFT1164,acetal1500_001164,CC(OCCl)OCBr,acetal,0.1349999999999999,0.1203333333333333,0.1239333333333333,-0.319951667,0.2818529999999999,0.00209775,0.0274690733333333,75.8,train,train,test,train,train,test,train,train
DFT1165,acetal1500_001165,CC(OCCl)OCCBr,acetal,0.1339333333333333,0.1196666666666666,0.1496666666666666,-0.300607333,0.2727156666666666,0.0021022666666666,0.0260396033333333,73.07666666666667,train,train,train,train,train,train,train,train
DFT1166,acetal1500_001166,COCCOC(C)OCCl,acetal,0.1326333333333333,0.1186333333333333,0.0454333333333333,-0.290588,0.2515676666666667,0.0009231966666666,0.02119877,62.22,train,train,train,train,train,validation,train,train
DFT1167,acetal1500_001167,CC(OCCl)OCOCc1ccccc1,acetal,0.1332,0.1317333333333333,0.0079333333333333,-0.28012,0.2394343333333333,0.0007357399999999,0.0192336266666666,59.59,train,train,validation,validation,train,train,train,train
DFT1168,acetal1500_001168,CC(OCCl)OCCOCCc1ccccc1,acetal,0.1311666666666666,0.1310333333333333,0.0041,-0.266179667,0.2297603333333333,0.00101765,0.0172930566666666,54.09333333333333,train,train,train,test,train,validation,train,train
DFT1169,acetal1500_001169,CC(OCCl)OC1CC1,acetal,0.1321666666666666,0.1160333333333333,0.1065333333333333,-0.303115,0.257176,0.00210096,0.0201064866666666,62.866666666666674,train,train,validation,test,train,train,train,validation
DFT1170,acetal1500_001170,CC(OCCl)OC1CCC1,acetal,0.1314,0.1146,0.1170333333333333,-0.306769333,0.2564443333333333,0.0020552266666666,0.01682906,55.68666666666667,train,train,train,train,train,train,train,test
DFT1171,acetal1500_001171,CC(OCCl)OC1CCCC1,acetal,0.1316666666666666,0.1158,0.1265,-0.307449333,0.2597283333333333,0.0024685366666666,0.0176122766666666,52.99333333333334,train,train,train,train,train,train,train,train
DFT1172,acetal1500_001172,CC(OCCl)OC1CCCCC1,acetal,0.1307333333333333,0.1163666666666666,0.1206,-0.304456667,0.2590266666666667,0.0032566266666666,0.0168917233333333,51.04333333333333,test,train,train,train,train,train,train,train
DFT1173,acetal1500_001173,CC(OCCl)OC1CCCCCC1,acetal,0.1296333333333333,0.1148333333333333,0.1239,-0.306696,0.2604356666666667,0.0032984366666666,0.0150389033333333,45.333333333333336,test,train,test,train,validation,train,train,train
DFT1174,acetal1500_001174,CC(OCCl)OC1CC2CCC1C2,acetal,0.1303,0.1151666666666666,0.1119999999999999,-0.304142333,0.2561323333333333,0.00312568,0.0148647766666666,48.50333333333333,train,train,train,train,test,train,validation,train
DFT1175,acetal1500_001175,CC(OCCl)OCc1ccccc1,acetal,0.1284666666666666,0.1185666666666666,0.0316333333333333,-0.279842333,0.2406256666666666,0.00088757,0.0185995266666666,63.10999999999999,test,train,train,train,train,train,train,train
DFT1176,acetal1500_001176,CC(OCCl)Oc1ccccc1,acetal,0.1400333333333333,0.1323,0.0793,-0.290813333,0.2207029999999999,-0.000663947,0.0222583666666666,63.77333333333333,train,train,train,validation,train,train,train,train
DFT1177,acetal1500_001177,Cc1ccc(COC(C)OCCl)cc1,acetal,0.1296666666666666,0.1189333333333333,0.0295333333333333,-0.279869667,0.230592,0.0004606966666666,0.0170143566666666,57.18000000000001,train,train,train,train,train,train,validation,train
DFT1178,acetal1500_001178,CC(OCCl)OCOc1ccccc1,acetal,0.1329666666666666,0.1312333333333333,0.0190666666666666,-0.288106667,0.2180193333333333,-0.000569663,0.02014353,62.02666666666666,train,test,train,train,test,train,train,train
DFT1179,acetal1500_001179,CC(OCCl)Oc1ccccn1,acetal,0.1315,0.1224,0.0884999999999999,-0.300494,0.2305923333333333,-0.00029377,0.0176407866666666,53.78,train,test,validation,train,train,train,validation,train
DFT1180,acetal1500_001180,CC(OCN)OCCl,acetal,0.1278999999999999,0.1132666666666666,0.0794333333333333,-0.299856,0.2544776666666666,0.0013817733333333,0.02809273,71.25666666666666,test,train,train,train,test,train,validation,test
DFT1181,acetal1500_001181,CC(OCCl)OC[N+](=O)[O-],acetal,0.1357333333333333,0.1292333333333333,0.2049,-0.322442,0.285916,0.00439177,0.0312396966666666,75.84666666666668,train,train,train,train,train,train,train,validation
DFT1182,acetal1500_001182,C=COC(C)OCCl,acetal,0.1377666666666666,0.1222,0.0885,-0.303624333,0.2296866666666666,0.0017019399999999,0.0206855,60.99666666666667,test,test,train,train,train,train,train,train
DFT1183,acetal1500_001183,C#CCOC(C)OCCl,acetal,0.1328333333333333,0.1089333333333333,0.0937333333333333,-0.301270667,0.2620846666666667,0.0010991733333333,0.0239212633333333,68.24000000000001,test,validation,train,train,validation,train,validation,test
DFT1184,acetal1500_001184,CC(OCCCl)OC(Cl)Cl,acetal,0.1425,0.1246666666666666,0.1553,-0.315982333,0.277757,0.0048710166666666,0.0336555633333333,68.32333333333334,train,train,train,train,train,train,train,train
DFT1185,acetal1500_001185,CC(OCBr)OC(Cl)Cl,acetal,0.1436333333333333,0.1263999999999999,0.1113333333333333,-0.325925333,0.287759,0.00332271,0.0296614533333333,61.68333333333333,train,test,train,test,train,train,validation,train
DFT1186,acetal1500_001186,CC(OCCBr)OC(Cl)Cl,acetal,0.1436,0.1259333333333333,0.1395333333333333,-0.310027333,0.277215,0.0029968533333333,0.0324704799999999,68.75666666666667,train,train,train,validation,test,train,train,train
DFT1187,acetal1500_001187,COCOC(C)OC(Cl)Cl,acetal,0.1030666666666666,0.0979333333333333,0.2308666666666666,-0.306382667,0.2704279999999999,0.0018368566666666,0.0238072633333333,63.63333333333333,train,test,train,train,train,train,test,train
DFT1188,acetal1500_001188,COCCOC(C)OC(Cl)Cl,acetal,0.1411,0.1231333333333333,0.0520333333333333,-0.296244667,0.2521713333333333,0.0017750966666666,0.02649737,70.70666666666666,train,validation,train,validation,train,train,train,test
DFT1189,acetal1500_001189,CC(OCCO)OC(Cl)Cl,acetal,0.1430333333333333,0.1246333333333333,0.0833,-0.304565333,0.2683556666666666,0.0031603633333333,0.0297792999999999,70.15666666666667,train,train,test,train,train,test,validation,train
DFT1190,acetal1500_001190,CC(OCOCc1ccccc1)OC(Cl)Cl,acetal,0.1412,0.1318666666666666,0.0088,-0.28312,0.2389683333333333,0.0021449633333333,0.02311081,66.37333333333333,train,train,train,train,train,train,train,train
DFT1191,acetal1500_001191,CC(OCCOCCc1ccccc1)OC(Cl)Cl,acetal,0.1442333333333333,0.1250333333333333,0.0031333333333333,-0.265473333,0.230897,0.00079047,0.0212508466666666,58.88333333333333,train,train,test,train,train,train,train,train
DFT1192,acetal1500_001192,CC(OC(Cl)Cl)OC1CC1,acetal,0.1394666666666666,0.1224666666666666,0.1216,-0.313351333,0.257828,0.0027986133333333,0.0227853833333333,66.45,train,train,test,validation,train,train,validation,validation
DFT1193,acetal1500_001193,CC(OC(Cl)Cl)OC1CCC1,acetal,0.1397,0.1224,0.1274,-0.314845667,0.2624886666666666,0.0036524533333333,0.0211440166666666,65.73,train,train,train,train,train,train,test,train
DFT1194,acetal1500_001194,CC(OC(Cl)Cl)OC1CCCC1,acetal,0.1403333333333333,0.1228666666666666,0.1381666666666666,-0.314212333,0.2651876666666666,0.0034888566666666,0.0200664966666666,61.20666666666667,train,train,train,test,train,train,train,train
DFT1195,acetal1500_001195,CC(OC(Cl)Cl)OC1CCCCC1,acetal,0.1414,0.1221666666666666,0.1255666666666666,-0.308916333,0.264815,0.0027319633333333,0.0189168933333333,53.27,test,test,train,train,test,validation,train,train
DFT1196,acetal1500_001196,CC(OC(Cl)Cl)OC1CC2CCC1C2,acetal,0.1399666666666666,0.1226333333333333,0.129,-0.312424667,0.2595903333333333,0.00346569,0.0185743766666666,55.48666666666667,validation,train,train,train,validation,train,validation,train
DFT1197,acetal1500_001197,CC(OCc1ccccc1)OC(Cl)Cl,acetal,0.1376333333333333,0.1250333333333333,0.0310333333333333,-0.286269667,0.2410996666666666,0.0017401033333333,0.0230422733333333,65.84666666666666,train,train,train,train,train,train,validation,validation
DFT1198,acetal1500_001198,Cc1ccc(COC(C)OC(Cl)Cl)cc1,acetal,0.1373333333333333,0.1238,0.0282666666666666,-0.286352,0.2304266666666666,0.00124045,0.0199422499999999,59.803333333333335,validation,validation,train,validation,validation,train,train,validation
DFT1199,acetal1500_001199,CC(OCOc1ccccc1)OC(Cl)Cl,acetal,0.1431333333333333,0.1294333333333333,0.0179,-0.290847,0.219632,0.0011607533333333,0.0232012466666666,61.48666666666666,train,validation,train,train,train,train,train,test
DFT1200,acetal1500_001200,CC(Oc1ccccn1)OC(Cl)Cl,acetal,0.1423666666666666,0.1333333333333333,0.0820666666666666,-0.306947667,0.23578,0.0002224866666666,0.01985352,60.04,train,train,train,test,train,validation,train,train
DFT1201,acetal1500_001201,CC(OCN)OC(Cl)Cl,acetal,0.1367666666666666,0.119,0.0765666666666666,-0.308051333,0.2546299999999999,0.00123281,0.03363162,73.67666666666666,train,train,train,train,train,validation,validation,train
DFT1202,acetal1500_001202,CC(OCC#N)OC(Cl)Cl,acetal,0.1461666666666666,0.1278333333333333,0.1772666666666666,-0.331548,0.2895573333333334,0.0070958733333333,0.0359354066666666,69.16000000000001,validation,validation,test,test,train,test,train,validation
DFT1203,acetal1500_001203,CC(OCN1CCOCC1)OC(Cl)Cl,acetal,0.1391,0.1217,0.05175,-0.270927,0.2170695,0.004198405,0.025142665,67.44,validation,test,validation,train,train,train,train,train
DFT1204,acetal1500_001204,CC(OCN1CCCCC1)OC(Cl)Cl,acetal,0.1370333333333333,0.1197666666666666,0.0472666666666666,-0.29644,0.2099346666666666,0.0030175533333333,0.0205597833333333,66.60666666666667,test,train,validation,train,train,test,test,train
DFT1205,acetal1500_001205,C=COC(C)OC(Cl)Cl,acetal,0.1482333333333333,0.1292333333333333,0.1093333333333333,-0.309061667,0.2344206666666667,0.00227242,0.0271980766666666,61.370000000000005,train,train,train,train,train,validation,train,train
DFT1206,acetal1500_001206,C=CCOC(C)OC(Cl)Cl,acetal,0.1381,0.1212,0.0769666666666666,-0.299956667,0.2565966666666666,0.00275206,0.0246401833333333,68.86666666666666,test,train,train,train,train,train,train,validation
DFT1207,acetal1500_001207,C#CCOC(C)OC(Cl)Cl,acetal,0.1425333333333333,0.1243666666666666,0.0725,-0.306498667,0.2691686666666666,0.00232704,0.0276314599999999,61.156666666666666,test,train,train,train,test,train,train,train
DFT1208,acetal1500_001208,CC(OCCCl)OCCCl,acetal,0.1283,0.1160666666666666,0.1914,-0.302186,0.2596186666666666,0.00342802,0.0279369133333333,73.64999999999999,train,train,train,train,train,test,train,validation
DFT1209,acetal1500_001209,CC(OCCCl)OCC(Cl)Cl,acetal,0.1305333333333333,0.1206666666666666,0.1909999999999999,-0.305881667,0.2651823333333333,0.0048250166666666,0.0301608633333333,66.12,train,train,train,train,train,train,train,train
DFT1210,acetal1500_001210,CC(OCBr)OCCCl,acetal,0.1324333333333333,0.1181333333333333,0.1404333333333333,-0.305742667,0.269356,0.0022865233333333,0.0272122833333333,73.21,train,test,validation,test,test,validation,train,train
DFT1211,acetal1500_001211,COCCOC(C)OCCCl,acetal,0.1275,0.1159333333333333,0.0882,-0.276181333,0.2515166666666666,0.0010576099999999,0.0213704566666666,64.08333333333333,train,test,train,train,train,train,train,train
DFT1212,acetal1500_001212,CC(OCCO)OCCCl,acetal,0.1246666666666666,0.1139333333333333,0.1677666666666666,-0.286181667,0.252394,0.00228487,0.0277141266666666,69.32666666666667,train,train,train,train,train,train,train,train
DFT1213,acetal1500_001213,CC(OCCCl)OCOCc1ccccc1,acetal,0.1275666666666666,0.1259333333333333,0.0121,-0.270377667,0.238171,0.00067955,0.02052722,62.27333333333333,test,train,validation,train,train,test,train,train
DFT1214,acetal1500_001214,CC(OCCCl)OCCOCCc1ccccc1,acetal,0.1264333333333333,0.1262333333333333,0.0031333333333333,-0.258272,0.2298213333333333,0.0002742899999999,0.01904095,60.16,test,test,train,train,train,train,train,validation
DFT1215,acetal1500_001215,CC(OCCCl)OC1CC1,acetal,0.1261,0.1115,0.1152666666666666,-0.297173333,0.2505393333333333,0.0011379966666666,0.0188544366666666,58.223333333333336,train,train,train,train,train,train,train,train
DFT1216,acetal1500_001216,CC(OCCCl)OC1CCC1,acetal,0.1262666666666666,0.1121666666666666,0.1612666666666666,-0.297831667,0.252188,0.0013676866666666,0.0168950166666666,50.78333333333333,train,train,test,test,train,train,validation,train
DFT1217,acetal1500_001217,CC(OCCCl)OC1CCCC1,acetal,0.1246333333333333,0.1166333333333333,0.1612666666666666,-0.298839,0.2485916666666666,0.0004714233333333,0.0197673733333333,56.42666666666667,test,test,train,train,train,validation,train,train
DFT1218,acetal1500_001218,CC(OCCCl)OC1CCCCC1,acetal,0.1246666666666666,0.1139,0.1573,-0.294699333,0.250157,0.0016526833333333,0.01720967,49.35999999999999,train,test,train,train,train,train,test,validation
DFT1219,acetal1500_001219,CC(OCCCl)OC1CCCCCC1,acetal,0.1242666666666666,0.1129999999999999,0.1548666666666666,-0.296826,0.2499796666666666,0.00337549,0.01774307,50.63333333333333,train,train,train,train,train,test,train,validation
DFT1220,acetal1500_001220,CC(OCCCl)OC1CC2CCC1C2,acetal,0.1253666666666666,0.1144333333333333,0.1401,-0.297252333,0.2486693333333333,0.0008386866666666,0.0168247133333333,46.88666666666666,train,train,train,train,validation,train,train,train
DFT1221,acetal1500_001221,CC(OCCCl)OCc1ccccc1,acetal,0.1247333333333333,0.1163333333333333,0.0404666666666666,-0.272073,0.2374266666666666,0.0014036766666666,0.0195829133333333,61.34,train,validation,train,train,train,train,train,train
DFT1222,acetal1500_001222,CC(OCCCl)Oc1ccccc1,acetal,0.1345333333333333,0.1268,0.0859,-0.288237667,0.2156669999999999,0.0015125533333333,0.0197084866666666,60.21,train,train,train,train,train,train,train,test
DFT1223,acetal1500_001223,Cc1ccc(COC(C)OCCCl)cc1,acetal,0.1245,0.1145666666666666,0.0333666666666666,-0.270493,0.2283533333333333,9.796666666666669e-05,0.02058494,59.85,train,train,validation,train,train,train,train,train
DFT1224,acetal1500_001224,CC(OCCCl)OCOc1ccccc1,acetal,0.1306,0.1288,0.0205,-0.280828667,0.218279,0.00129404,0.01934618,57.67666666666667,test,test,train,test,train,train,train,train
DFT1225,acetal1500_001225,CC(OCCCl)Oc1ccccn1,acetal,0.1300333333333333,0.1210999999999999,0.0937666666666666,-0.293244333,0.227176,-0.000451867,0.0168810266666666,50.656666666666666,train,validation,train,test,train,train,test,train
DFT1226,acetal1500_001226,CC(OCN)OCCCl,acetal,0.1239,0.1167666666666666,0.1080333333333333,-0.285587333,0.2471503333333333,0.0002395366666666,0.0268477733333333,73.32000000000001,train,train,train,train,train,train,train,train
DFT1227,acetal1500_001227,CC(OCCCl)OC[N+](=O)[O-],acetal,0.1344666666666666,0.1281,0.2345,-0.312112,0.2744546666666667,0.0056749866666666,0.0311937466666666,75.57,train,train,test,train,train,train,train,train
DFT1228,acetal1500_001228,CC(OCC#N)OCCCl,acetal,0.1321666666666666,0.105,0.1918,-0.312669667,0.2650793333333333,0.0071532633333333,0.0326805366666666,73.38666666666666,train,train,train,train,validation,validation,train,train
DFT1229,acetal1500_001229,CC(OCCCl)OCN1CCOCC1,acetal,0.1260333333333333,0.1107333333333333,0.0353333333333333,-0.271999,0.2137723333333333,0.0018514466666666,0.0209666066666666,62.77666666666666,validation,train,test,validation,train,train,validation,train
DFT1230,acetal1500_001230,C=COC(C)OCCCl,acetal,0.1336,0.1168,0.0853999999999999,-0.290237,0.228634,0.0007757799999999,0.0222176766666666,62.93333333333334,train,train,train,train,train,train,train,validation
DFT1231,acetal1500_001231,CC(OCC(Cl)Cl)OCC(Cl)Cl,acetal,0.1338666666666666,0.1250333333333333,0.2221333333333333,-0.312538,0.2678916666666667,0.0031035933333333,0.0318071366666666,63.47666666666667,validation,train,test,test,test,train,test,train
DFT1232,acetal1500_001232,CC(OCBr)OCC(Cl)Cl,acetal,0.1354333333333333,0.1251666666666666,0.1491,-0.312970333,0.2737636666666667,0.0032505966666666,0.0280007666666666,62.14333333333334,train,train,train,train,train,test,train,train
DFT1233,acetal1500_001233,CC(OCCBr)OCC(Cl)Cl,acetal,0.1309666666666666,0.1214666666666666,0.1887,-0.298000667,0.261939,0.0023974033333333,0.0291591133333333,66.58333333333333,validation,validation,train,train,train,train,train,train
DFT1234,acetal1500_001234,COCOC(C)OCC(Cl)Cl,acetal,0.0984999999999999,0.0951,0.2476666666666666,-0.291769,0.2576286666666667,0.00241017,0.0238781466666666,62.25666666666666,train,train,validation,test,train,train,train,train
DFT1235,acetal1500_001235,COCCOC(C)OCC(Cl)Cl,acetal,0.1297,0.1206666666666666,0.0946,-0.283113,0.248171,0.0008243833333333,0.0222395299999999,60.59,test,test,train,train,train,validation,train,train
DFT1236,acetal1500_001236,CC(OCCO)OCC(Cl)Cl,acetal,0.1303666666666666,0.1211666666666666,0.1577333333333333,-0.289313667,0.2610553333333333,0.0027149133333333,0.0269913533333333,66.96333333333332,train,train,train,train,test,test,test,test
DFT1237,acetal1500_001237,CC(OCCOCCc1ccccc1)OCC(Cl)Cl,acetal,0.1295666666666667,0.1218,0.0022333333333333,-0.264107,0.230885,0.00011899,0.0185129466666666,55.28,train,train,train,test,train,test,train,train
DFT1238,acetal1500_001238,CC(OCC(Cl)Cl)OC1CC1,acetal,0.1285333333333333,0.12,0.1288333333333333,-0.306489667,0.2506016666666666,0.00200007,0.0213927366666666,60.97,train,train,train,validation,test,validation,train,train
DFT1239,acetal1500_001239,CC(OCC(Cl)Cl)OC1CCC1,acetal,0.1288333333333333,0.1195666666666666,0.1661333333333333,-0.304024333,0.2527126666666666,0.0019558933333333,0.0209786233333333,53.07,train,train,test,train,train,train,train,train
DFT1240,acetal1500_001240,CC(OCC(Cl)Cl)OC1CCCC1,acetal,0.1285,0.1199666666666666,0.1784333333333333,-0.305171,0.2548153333333333,0.0016367933333333,0.0192835633333333,50.946666666666665,train,train,train,test,train,train,train,train
DFT1241,acetal1500_001241,CC(OCC(Cl)Cl)OC1CCCCCC1,acetal,0.1269,0.1191,0.1496333333333333,-0.307921667,0.2537126666666666,0.0028898633333333,0.0171394533333333,49.03333333333333,train,train,train,train,train,train,test,validation
DFT1242,acetal1500_001242,CC(OCC(Cl)Cl)OC1CC2CCC1C2,acetal,0.1276333333333333,0.119,0.1554333333333333,-0.303479667,0.2511156666666667,0.00224414,0.0186766333333333,48.02,train,train,train,train,train,train,train,train
DFT1243,acetal1500_001243,CC(OCc1ccccc1)OCC(Cl)Cl,acetal,0.1287333333333333,0.1193333333333333,0.0481333333333333,-0.278390667,0.2372753333333333,0.0002455799999999,0.0223828266666666,65.26,train,train,train,test,train,train,test,train
DFT1244,acetal1500_001244,Cc1ccc(COC(C)OCC(Cl)Cl)cc1,acetal,0.1275666666666666,0.1178333333333333,0.0301,-0.274390333,0.2291626666666666,0.0005888566666666,0.01775727,53.3,train,train,train,validation,train,train,train,train
DFT1245,acetal1500_001245,CC(OCC(Cl)Cl)Oc1ccccn1,acetal,0.1325333333333333,0.1236,0.0924,-0.298036333,0.2281299999999999,0.0001802033333333,0.0179184333333333,50.620000000000005,train,train,train,train,train,train,validation,test
DFT1246,acetal1500_001246,CC(OCC#N)OCC(Cl)Cl,acetal,0.1360666666666666,0.1248666666666666,0.2102333333333333,-0.314461,0.271954,0.00487798,0.0394554033333333,74.21666666666667,train,validation,validation,train,validation,train,train,train
DFT1247,acetal1500_001247,CC(OCC(Cl)Cl)OCN1CCOCC1,acetal,0.1281333333333333,0.1198666666666666,0.0509666666666666,-0.278257333,0.2219326666666666,0.00220539,0.0239792133333333,60.36333333333334,train,train,train,train,test,validation,test,train
DFT1248,acetal1500_001248,CC(OCC(Cl)Cl)OCN1CCCCC1,acetal,0.1278999999999999,0.1198333333333333,0.0575666666666666,-0.279556,0.211468,0.0015864433333333,0.01655689,49.03333333333333,validation,validation,train,train,validation,train,train,test
DFT1249,acetal1500_001249,C=COC(C)OCC(Cl)Cl,acetal,0.1365666666666666,0.1269333333333333,0.1091666666666666,-0.304392333,0.2237733333333333,0.0027425166666666,0.0245050033333333,55.870000000000005,test,train,train,train,train,train,train,train
DFT1250,acetal1500_001250,C=CCOC(C)OCC(Cl)Cl,acetal,0.1286,0.1186,0.0853333333333333,-0.284121333,0.2504156666666666,0.0019438033333333,0.0227229633333333,56.92333333333334,train,train,train,test,train,validation,train,train
DFT1251,acetal1500_001251,C#CCOC(C)OCC(Cl)Cl,acetal,0.1316666666666666,0.1223,0.1298,-0.299037667,0.2574513333333333,0.0016768566666666,0.0268406933333333,63.36333333333334,train,train,train,train,train,train,test,train
DFT1252,acetal1500_001252,CC(OCBr)OCBr,acetal,0.136,0.1225333333333333,0.0511333333333333,-0.316057667,0.2765986666666666,0.0025043266666666,0.0285432133333333,70.82666666666667,train,train,validation,train,train,train,train,train
DFT1253,acetal1500_001253,CC(OCBr)OCCBr,acetal,0.13405,0.12095,0.1235999999999999,-0.2993995,0.267853,0.00281098,0.025289035,64.8,train,test,train,test,test,train,validation,train
