Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT0112,acetal1500_000112,COCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1523,0.1468,0.06,-0.269087,0.231792,-0.00152612,0.01712724,51.44,validation,train,train,validation,train,train,train,train
DFT0113,acetal1500_000113,COCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1539,0.1455,0.0518,-0.272508,0.242044,0.00092264,0.02011978,47.73,validation,validation,train,test,test,train,train,train
DFT0114,acetal1500_000114,COCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1572,0.1519,0.0729,-0.268664,0.216184,-0.00087393,0.01894161,47.69,train,train,train,train,train,train,train,train
DFT0115,acetal1500_000115,COCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1555,0.1473,0.0667,-0.280763,0.255614,0.00484092,0.02368266,60.21,test,validation,train,train,train,train,train,train
DFT0116,acetal1500_000116,CC(C)(C)COC(C)(COc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.1567,0.1511,0.0193,-0.266316,0.215426,0.00086881,0.01581398,42.35,validation,test,test,train,train,test,train,train
DFT0117,acetal1500_000117,COC(COc1ccccc1)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.2112,0.2059,0.0224,-0.284047,0.216158,-0.00101431,0.01652953,47.62,validation,train,train,train,train,train,train,train
DFT0118,acetal1500_000118,CCOC(COc1ccccc1)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.2123,0.2072,0.0214,-0.28421,0.215961,6.647e-05,0.01404717,42.1,validation,train,train,train,train,train,train,train
DFT0119,acetal1500_000119,Cc1ccc(C(COc2ccccc2)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,ketal,0.1555,0.1503,0.0153,-0.244849,0.21614,-0.00029378,0.01540782,44.98,train,train,validation,train,train,train,train,train
DFT0120,acetal1500_000120,CC(C)(C)COC(COc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1575,0.1526,0.0192,-0.251356,0.215421,0.00215248,0.01735463,50.56,test,train,train,validation,train,train,train,train
DFT0121,acetal1500_000121,CC(C)(C)COC(COc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1544,0.1489,0.0197,-0.228835,0.215289,-0.00124154,0.01823889,48.04,train,train,validation,train,train,train,train,test
DFT0122,acetal1500_000122,CC(C)(C)COC(COc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1591,0.1515,0.0292,-0.27325,0.216237,0.00565168,0.02056082,57.22,train,train,train,train,train,test,train,train
DFT0123,acetal1500_000123,CSCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.159,0.1535,0.0489,-0.238329,0.21487,0.0002536,0.01641716,48.8,train,train,train,train,train,train,train,train
DFT0124,acetal1500_000124,CC(C)(C)COC(C)(Cc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.1599,0.1552,0.1107,-0.275263,0.229042,0.00040849,0.01773061,50.54,test,train,train,train,validation,train,train,train
DFT0125,acetal1500_000125,CC(C)(C)COC(Cc1ccccc1)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1609,0.1563,0.0968,-0.271805,0.229369,0.0005101,0.01707915,49.02,train,train,train,train,train,test,validation,train
DFT0126,acetal1500_000126,COc1ccc(C(Cc2ccccc2)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,ketal,0.1618,0.1567,0.0588,-0.244436,0.213161,-0.00049769,0.01717534,48.88,train,train,train,train,train,validation,train,train
DFT0127,acetal1500_000127,COC(Cc1ccccc1)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.2182,0.2132,0.0865,-0.283957,0.231465,-0.00032023,0.0138881,45.95,train,validation,train,train,train,train,train,train
DFT0128,acetal1500_000128,CCOC(Cc1ccccc1)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.2174,0.2129,0.0866,-0.282647,0.231351,-0.00078216,0.01463879,49.2,train,train,train,train,train,train,train,train
DFT0129,acetal1500_000129,CC(C)(C)COC(Cc1ccccc1)OCC(Cl)(Cl)Cl,acetal,0.1296,0.1261,0.1199,-0.277839,0.23075,0.00121094,0.01646535,45.42,test,train,test,train,train,validation,train,test
DFT0130,acetal1500_000130,CCOC(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.214,0.2088,0.1706,-0.307228,0.26611,-0.00160276,0.01774434,52.28,train,train,train,train,test,train,train,test
DFT0131,acetal1500_000131,Cc1ccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,ketal,0.1588,0.153,0.0561,-0.277546,0.231984,-0.00060619,0.01588308,46.7,test,test,test,validation,validation,train,train,test
DFT0132,acetal1500_000132,CC(C)(C)COC(C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1619,0.1542,0.1629,-0.287226,0.257736,0.00592768,0.02301878,57.38,train,train,train,train,train,validation,train,test
DFT0133,acetal1500_000133,CCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1607,0.1562,0.0579,-0.284236,0.21256,0.00056661,0.01258338,36.45,train,train,train,train,train,train,train,train
DFT0134,acetal1500_000134,CCC(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthoester,0.2174,0.2121,0.1238,-0.306985,0.266548,-0.00077508,0.01778348,41.91,train,train,train,train,train,train,validation,train
DFT0135,acetal1500_000135,CCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1615,0.1533,0.0552,-0.278756,0.24208,0.00289435,0.01704659,47.04,train,train,train,train,train,train,train,validation
DFT0136,acetal1500_000136,CCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1584,0.1535,0.0581,-0.280336,0.216212,0.00112137,0.01372247,32.4,validation,train,train,test,train,test,train,train
DFT0137,acetal1500_000137,CC=CC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1555,0.1498,0.0522,-0.263367,0.215397,-0.00111319,0.01609013,49.79,train,train,test,train,validation,train,test,validation
DFT0138,acetal1500_000138,CC=CC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1568,0.1507,0.0546,-0.264577,0.231815,-0.0001259,0.0124896,40.18,train,train,train,train,train,train,train,train
DFT0139,acetal1500_000139,CC=CC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1585,0.1512,0.0572,-0.26431,0.24369,0.00205913,0.01551788,41.55,train,train,train,validation,test,train,test,train
DFT0140,acetal1500_000140,CC=CC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1577,0.1527,0.0627,-0.26018,0.217807,-0.00047173,0.01853762,52.4,test,train,train,train,train,validation,validation,train
DFT0141,acetal1500_000141,CC=CC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1602,0.152,0.1066,-0.277842,0.251154,0.00566999,0.01839909,46.81,train,train,train,train,train,train,test,train
DFT0142,acetal1500_000142,CCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1595,0.1548,0.0571,-0.277001,0.213549,0.00034819,0.01263327,35.56,train,train,validation,train,validation,validation,train,train
DFT0143,acetal1500_000143,CCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1642,0.1568,0.1155,-0.286538,0.257945,0.00573201,0.01934973,47.86,train,train,train,validation,train,train,train,train
DFT0144,acetal1500_000144,CCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1605,0.1559,0.0557,-0.27812,0.213795,0.00055214,0.01201902,31.73,train,train,test,train,test,test,train,validation
DFT0145,acetal1500_000145,CCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1598,0.1552,0.0544,-0.284452,0.231533,-1.77E-06,0.01201947,31.07,train,train,train,test,train,train,train,train
DFT0146,acetal1500_000146,CCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.163,0.1583,0.0575,-0.281971,0.239957,0.00373705,0.01280363,35.56,train,validation,test,validation,train,train,train,train
DFT0147,acetal1500_000147,CCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1585,0.1534,0.0527,-0.274316,0.217397,0.00058339,0.01686222,41.47,test,train,train,validation,test,train,train,train
DFT0148,acetal1500_000148,CCCCCC(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,ketal,0.1588,0.1534,0.1532,-0.313331,0.257957,0.00223072,0.01421346,38.55,train,test,validation,test,validation,train,train,train
DFT0149,acetal1500_000149,CCCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1626,0.1576,0.0637,-0.263709,0.213444,0.00063901,0.01273824,34.09,train,test,train,train,test,train,train,train
DFT0150,acetal1500_000150,CCCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1601,0.1555,0.0549,-0.284333,0.231342,0.00013713,0.0117045,30.41,test,train,train,train,train,train,validation,train
DFT0151,acetal1500_000151,CCCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1635,0.1567,0.0862,-0.290673,0.258732,0.00652342,0.01688957,39.74,train,train,train,train,validation,validation,train,train
DFT0152,acetal1500_000152,CCCCCCCCCCC(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,ketal,0.1594,0.1544,0.1394,-0.291866,0.264052,0.00308692,0.00922039,20.84,train,validation,train,train,test,train,test,train
DFT0153,acetal1500_000153,CCCCCCCCCCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1588,0.1537,0.0537,-0.274043,0.217332,0.00091505,0.01332028,31.64,train,validation,train,train,validation,train,train,train
DFT0154,acetal1500_000154,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,orthoester,0.2166,0.2111,0.0601,-0.288449,0.217243,-0.00045161,0.01497928,50.52,validation,train,train,validation,train,train,train,test
DFT0155,acetal1500_000155,CCOC(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthocarbonate,0.2724,0.2672,0.124,-0.309779,0.278022,-8.47E-05,0.0105813,32.45,train,train,train,train,train,train,test,train
DFT0156,acetal1500_000156,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,orthoester,0.2212,0.2128,0.0641,-0.292773,0.241171,0.00236417,0.01657978,51.2,train,test,train,train,train,train,validation,train
DFT0157,acetal1500_000157,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,orthoester,0.2164,0.2118,0.0616,-0.286361,0.218871,-0.0010302,0.01769902,47.96,test,validation,validation,train,train,train,train,train
DFT0158,acetal1500_000158,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,orthoester,0.2208,0.2128,0.0756,-0.295588,0.261174,0.00616524,0.0182767,52.1,test,train,train,train,train,train,test,validation
DFT0159,acetal1500_000159,CCOCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(OC)cc1,ketal,0.1541,0.1492,0.0603,-0.263639,0.214405,-0.00148485,0.01309862,43.77,train,test,train,train,train,train,train,train
DFT0160,acetal1500_000160,CCOCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1538,0.1488,0.0594,-0.266095,0.232901,-0.00227549,0.01494151,44.84,train,train,train,train,train,train,train,validation
DFT0161,acetal1500_000161,CCOCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1562,0.1501,0.0514,-0.266508,0.242852,0.0008536,0.01916378,45.39,train,train,train,train,train,train,train,train
DFT0162,acetal1500_000162,CCOCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(F)cc1,ketal,0.155,0.1501,0.0604,-0.268525,0.23792,0.00090574,0.01422543,38.86,train,train,train,train,train,train,train,train
DFT0163,acetal1500_000163,CCOCC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1539,0.1489,0.0564,-0.265136,0.217914,-0.00164527,0.01826443,45.93,train,validation,test,train,test,train,validation,train
DFT0164,acetal1500_000164,COc1ccc(C(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,orthoester,0.215,0.2099,0.057,-0.285004,0.216744,-0.00107671,0.01465386,43.23,train,train,train,train,test,train,test,test
DFT0165,acetal1500_000165,COC(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl,orthocarbonate,0.272,0.2668,0.1328,-0.316512,0.268561,0.00182848,0.01344768,36.75,test,train,train,train,train,train,test,train
DFT0166,acetal1500_000166,COC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,orthoester,0.2189,0.2128,0.0581,-0.292874,0.244016,0.00189399,0.01462554,38.96,train,train,train,train,train,train,train,train
DFT0167,acetal1500_000167,COC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,orthoester,0.215,0.2099,0.059,-0.287621,0.219557,-0.00054618,0.01626492,40.32,train,train,validation,train,train,train,validation,validation
DFT0168,acetal1500_000168,COC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,orthoester,0.2205,0.2122,0.0526,-0.294242,0.263553,0.00514846,0.01870039,48.85,validation,train,train,train,train,train,test,train
DFT0169,acetal1500_000169,COC(=O)c1ccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,ketal,0.1614,0.1473,0.0513,-0.284165,0.250488,0.00040392,0.01750272,44.55,train,test,train,train,train,train,test,train
DFT0170,acetal1500_000170,COC(=O)c1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(OC)cc2)cc1,ketal,0.1622,0.1508,0.0571,-0.265318,0.213564,0.00044624,0.01365133,40.16,validation,train,train,train,train,train,validation,train
DFT0171,acetal1500_000171,COC(=O)c1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)cc1,ketal,0.1636,0.1515,0.0492,-0.274716,0.236559,0.00334779,0.01555629,40.48,validation,train,train,test,train,train,train,train
DFT0172,acetal1500_000172,COC(=O)c1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)cc1,ketal,0.1619,0.1507,0.0585,-0.266722,0.215878,0.00101114,0.01503227,39.01,validation,train,test,validation,validation,train,train,train
DFT0173,acetal1500_000173,COC(=O)c1ccccc1C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1646,0.1536,0.0453,-0.267385,0.241084,-0.00016052,0.01415229,37.48,validation,train,validation,train,validation,train,train,train
DFT0174,acetal1500_000174,COC(=O)c1ccccc1C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1635,0.1503,0.0523,-0.264309,0.217185,-0.00285446,0.01817549,47.54,test,train,train,train,train,test,train,train
DFT0175,acetal1500_000175,COc1cc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc(OC)c1OC,ketal,0.1618,0.1568,0.0484,-0.251939,0.213398,0.00056536,0.01431488,45.17,test,validation,test,train,train,validation,train,train
DFT0176,acetal1500_000176,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)C2CC2)cc(OC)c1OC,ketal,0.1627,0.1569,0.0298,-0.252065,0.213137,0.00067499,0.01624971,52.17,train,test,train,test,validation,train,train,validation
DFT0177,acetal1500_000177,COc1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2cc(OC)c(OC)c(OC)c2)cc1,ketal,0.1621,0.1574,0.0433,-0.233851,0.206696,-0.0005306,0.01365551,41.59,train,train,test,train,train,train,test,train
DFT0178,acetal1500_000178,COc1cc(C(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc(OC)c1OC,orthoester,0.2191,0.2138,0.0355,-0.253478,0.214584,-0.0004623,0.01495119,44.67,train,validation,train,train,validation,train,test,test
DFT0179,acetal1500_000179,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1cc(OC)c(OC)c(OC)c1,orthoester,0.2171,0.2116,0.034,-0.253794,0.214934,-0.00042387,0.01473971,44.18,test,train,train,train,test,train,train,train
DFT0180,acetal1500_000180,COc1cc(C(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc(OC)c1OC,acetal,0.129,0.1239,0.0631,-0.270637,0.217542,-0.00028068,0.01417438,40.31,train,train,train,train,test,train,train,test
DFT0181,acetal1500_000181,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(C)cc2)cc(OC)c1OC,ketal,0.1621,0.1572,0.0401,-0.247699,0.210645,-0.00028582,0.01296532,39.26,train,train,train,train,validation,train,train,train
DFT0182,acetal1500_000182,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(F)cc2)cc(OC)c1OC,ketal,0.1636,0.158,0.0312,-0.249672,0.215121,0.00096661,0.0142861,39.54,train,train,train,test,validation,train,train,train
DFT0183,acetal1500_000183,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)cc(OC)c1OC,ketal,0.1621,0.1557,0.0405,-0.23163,0.216046,-0.00103814,0.01402024,38.66,train,test,train,validation,train,train,test,test
DFT0184,acetal1500_000184,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,ketal,0.1647,0.1581,0.0517,-0.252175,0.214663,0.00600998,0.01956935,54.84,train,train,train,train,train,train,train,train
DFT0185,acetal1500_000185,COc1cc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccccc2)cc(OC)c1OC,ketal,0.1633,0.1569,0.029,-0.252765,0.213179,-0.00035276,0.01573451,49.58,train,train,train,train,train,test,train,train
DFT0186,acetal1500_000186,COc1cc(OC)c(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)c(OC)c1,ketal,0.1593,0.1541,0.064,-0.249511,0.20591,-0.00274801,0.01587253,49.84,train,train,validation,train,train,train,train,validation
DFT0187,acetal1500_000187,COc1cc(OC)c(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)c(OC)c1,ketal,0.1598,0.1554,0.0549,-0.231887,0.20306,-0.00317722,0.01957282,51.43,train,train,train,train,train,train,validation,train
DFT0188,acetal1500_000188,COc1ccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)c(OC)c1,ketal,0.1601,0.1547,0.0678,-0.263077,0.20663,-0.00208021,0.01623855,52.05,test,test,train,train,train,train,train,validation
DFT0189,acetal1500_000189,COc1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)c(OC)c1,ketal,0.1588,0.154,0.0484,-0.233857,0.204405,-0.00198738,0.0158156,44.93,train,validation,train,train,train,train,train,train
DFT0190,acetal1500_000190,COc1ccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)c2ccccc12,ketal,0.1639,0.1568,0.0601,-0.251996,0.196438,-0.0016049,0.01696706,51.69,validation,train,validation,train,train,train,test,train
DFT0191,acetal1500_000191,COc1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)c2ccccc12,ketal,0.1637,0.1543,0.0494,-0.228473,0.199298,-0.00227001,0.01776054,43.88,train,train,train,validation,test,validation,train,train
DFT0192,acetal1500_000192,COc1ccc(C(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,acetal,0.1279,0.1216,0.0896,-0.278467,0.215783,-0.00024166,0.017372,51.16,train,train,train,test,train,train,train,train
DFT0193,acetal1500_000193,COc1cccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)c1,ketal,0.1604,0.155,0.0358,-0.27844,0.214338,-0.00171082,0.01682916,50.04,validation,validation,train,train,test,train,train,test
DFT0194,acetal1500_000194,COc1cccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.162,0.1561,0.0286,-0.27255,0.215169,-0.0010621,0.01509189,48.49,train,test,train,train,validation,train,train,test
DFT0195,acetal1500_000195,COc1cccc(C(OC)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)c1,orthoester,0.2182,0.2134,0.0342,-0.283459,0.216734,-0.00155746,0.01317502,37.62,train,train,train,train,train,train,train,train
DFT0196,acetal1500_000196,CCOC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1cccc(OC)c1,orthoester,0.2196,0.2147,0.0397,-0.275827,0.215845,-0.00098089,0.01378487,45.33,train,train,train,train,train,test,train,train
DFT0197,acetal1500_000197,COc1cccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)c1,ketal,0.1628,0.1561,0.032,-0.251106,0.214178,0.00088232,0.01378471,37.61,validation,test,train,train,train,validation,train,train
DFT0198,acetal1500_000198,COc1cccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(O)cc2)c1,ketal,0.1614,0.1568,0.0474,-0.229996,0.213602,-0.00168258,0.01521713,40.15,validation,validation,test,train,validation,train,train,train
DFT0199,acetal1500_000199,COc1cccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.1618,0.1568,0.0314,-0.253723,0.213376,-0.00177046,0.01232165,40.92,train,train,validation,train,test,test,train,train
DFT0200,acetal1500_000200,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1c(Cl)cccc1Cl)C1CC1,ketal,0.1689,0.1556,0.035,-0.269923,0.242297,0.00089183,0.01441104,40.05,test,train,test,validation,train,validation,train,train
DFT0201,acetal1500_000201,COC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1c(Cl)cccc1Cl,orthoester,0.2183,0.2084,0.0197,-0.289683,0.243613,-1.17E-05,0.01369525,37.11,train,test,train,train,train,train,train,validation
DFT0202,acetal1500_000202,CC(C)(C)COC(OCC(Cl)(Cl)Cl)c1c(Cl)cccc1Cl,acetal,0.1236,0.1091,0.0352,-0.278636,0.246732,0.00011861,0.01679653,47.14,train,test,train,train,train,train,train,train
DFT0203,acetal1500_000203,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccc(Cl)cc1)c1c(Cl)cccc1Cl,ketal,0.1647,0.1496,0.0382,-0.259344,0.235565,0.00138402,0.01499413,34.32,train,train,validation,train,test,train,train,test
DFT0204,acetal1500_000204,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccc(F)cc1)c1c(Cl)cccc1Cl,ketal,0.1643,0.1529,0.0419,-0.258772,0.233042,0.00073957,0.0145707,34.38,train,test,test,train,test,train,validation,train
DFT0205,acetal1500_000205,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccc(O)cc1)c1c(Cl)cccc1Cl,ketal,0.1628,0.1589,0.0406,-0.253135,0.216056,-0.00034522,0.01549193,35.92,train,train,test,validation,validation,train,train,validation
DFT0206,acetal1500_000206,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccc([N+](=O)[O-])cc1)c1c(Cl)cccc1Cl,ketal,0.1649,0.1591,0.0241,-0.274788,0.244313,0.00538552,0.01674415,40.35,train,train,train,train,train,train,train,train
DFT0207,acetal1500_000207,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccccc1)c1c(Cl)cccc1Cl,ketal,0.1638,0.1527,0.0395,-0.259282,0.233985,-0.00089774,0.01415854,36.45,train,validation,validation,validation,validation,train,train,test
DFT0208,acetal1500_000208,CC(C)(C)COC(C)(OCC(Cl)(Cl)Cl)c1ccc(Br)cc1,ketal,0.161,0.1536,0.0587,-0.284919,0.241463,0.0014984,0.01833305,42.62,test,validation,train,train,train,train,train,train
DFT0209,acetal1500_000209,CC(C)(C)COC(OCC(Cl)(Cl)Cl)c1ccc(Br)cc1,acetal,0.1325,0.1245,0.0886,-0.290324,0.24171,0.00221522,0.01828151,38.89,train,validation,train,train,validation,validation,train,train
DFT0210,acetal1500_000210,CC(C)(C)COC(C)(OCC(Cl)(Cl)Cl)c1ccc(C(=O)O)cc1,ketal,0.1628,0.1481,0.0755,-0.281528,0.249744,0.00196289,0.01900683,49.71,train,train,train,train,train,test,train,train
DFT0211,acetal1500_000211,CC(C)(C)COC(C)(OCC(Cl)(Cl)Cl)c1ccc(C(F)(F)F)cc1,ketal,0.1614,0.1488,0.0777,-0.283769,0.250802,0.00256954,0.01968159,51.7,validation,train,train,train,validation,validation,train,train
DFT0212,acetal1500_000212,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccccc1)c1ccc(Cl)cc1,ketal,0.163,0.1542,0.0472,-0.262877,0.240074,0.00196429,0.01509599,44.03,validation,train,train,train,test,train,test,train
DFT0213,acetal1500_000213,CN(C)c1ccc(C(C)(OCC(C)(C)C)OCC(Cl)(Cl)Cl)cc1,ketal,0.158,0.153,0.0566,-0.260147,0.184179,-0.00147966,0.01589025,47.59,test,test,train,test,train,train,train,train
DFT0214,acetal1500_000214,CC(C)(C)COC(OCC(Cl)(Cl)Cl)(c1ccc(F)cc1)c1ccc([N+](=O)[O-])cc1,ketal,0.1649,0.1573,0.0718,-0.277144,0.241709,0.00720024,0.01995844,54.49,train,train,test,train,test,validation,train,validation
DFT0215,acetal1500_000215,CC(C)(C)COC(C)(OCC(Cl)(Cl)Cl)c1ccc2c(c1)CC(=O)N2O,ketal,0.16,0.1531,0.0474,-0.270399,0.205854,0.00389591,0.01829788,53.48,validation,train,train,validation,train,train,train,train
DFT0216,acetal1500_000216,COC(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc2c(c1)CC(=O)N2O,orthoester,0.2155,0.2086,0.0467,-0.271809,0.207242,0.00263379,0.01784278,47.91,train,train,train,train,test,test,validation,train
DFT0217,acetal1500_000217,CC(C)(C)COC(OCC(Cl)(Cl)Cl)c1ccc2c(c1)CC(=O)N2O,acetal,0.126,0.1207,0.0685,-0.268373,0.205664,0.00308648,0.02027886,52.01,test,train,test,train,train,train,train,train
DFT0218,acetal1500_000218,Cc1ccc(C(OCC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc3c(c2)CC(=O)N3O)cc1,ketal,0.1606,0.1548,0.0433,-0.244734,0.204127,0.00283462,0.01369366,37.76,train,test,validation,train,train,train,train,test
